idempresa,flag_salesforce,provincia_principal,ciudad_principal,region
102366920,true,Veracruz,Veracruz,I24_MX          Lista #03           MXN
102300640,true,Morelos,Jojutla,I24_MX          Lista #03           MXN
102327897,true,Guanajuato,León,I24_MX          Lista #04           MXN
102332411,true,Guanajuato,León,I24_MX          Lista #04           MXN
102240736,true,Guanajuato,San José Iturbide,I24_MX          Lista #04           MXN
51335316,true,Guanajuato,León,I24_MX          Lista #04           MXN
102303671,true,Guanajuato,Celaya,I24_MX          Lista #04           MXN
50871911,true,Guanajuato,Morelia,I24_MX          Lista #04           MXN
50884590,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51391564,true,Ciudad de México,Iztapalapa,I24_MX          Lista #01           MXN
51104492,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
50453902,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
51140236,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
51324127,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51051038,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102241717,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
102242771,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
102293517,true,Edo. de México,Tlalnepantla de Baz,I24_MX          Lista #01           MXN
51308661,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
102198463,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50702983,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50773031,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
102210286,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50472347,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51112396,true,Ciudad de México,Venustiano Carranza,I24_MX          Lista #01           MXN
50802469,true,Ciudad de México,Gustavo A. Madero,I24_MX          Lista #01           MXN
50980372,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50582294,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50684156,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102190273,true,Edo. de México,Cuautitlán Izcalli,I24_MX          Lista #01           MXN
51168407,true,Ciudad de México,Iztapalapa,I24_MX          Lista #01           MXN
102221826,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
623733,true,Ciudad de México,Gustavo A. Madero,I24_MX          Lista #01           MXN
50932272,true,Ciudad de México,La Magdalena Contreras,I24_MX          Lista #01           MXN
51265692,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
51313058,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51271501,true,Ciudad de México,La Magdalena Contreras,I24_MX          Lista #01           MXN
102242677,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
102243162,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
102235326,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102324533,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
102329365,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
102185356,true,Edo. de México,Gustavo A. Madero,I24_MX          Lista #01           MXN
50802769,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50929943,true,Ciudad de México,Mineral del Monte,I24_MX          Lista #01           MXN
629837,true,Ciudad de México,Venustiano Carranza,I24_MX          Lista #01           MXN
51305680,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50348294,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51171833,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50914387,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
51234108,true,Edo. de México,Zumpango,I24_MX          Lista #01           MXN
50682789,true,Edo. de México,Cuautitlán Izcalli,I24_MX          Lista #01           MXN
50594568,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50536250,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
51133090,true,Ciudad de México,La Magdalena Contreras,I24_MX          Lista #01           MXN
102176479,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
102179261,true,Edo. de México,Benito Juárez,I24_MX          Lista #01           MXN
51280340,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102236608,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
102185550,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
102297465,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51132612,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50721199,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50882296,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
102200342,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
102185340,true,Ciudad de México,Querétaro,I24_MX          Lista #01           MXN
51260878,true,Edo. de México,Calimaya,I24_MX          Lista #01           MXN
51329119,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102179009,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
50602357,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
102185352,true,Ciudad de México,Mérida,I24_MX          Lista #01           MXN
51283665,true,Edo. de México,Solidaridad,I24_MX          Lista #01           MXN
102185336,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
51363994,true,Ciudad de México,Xochimilco,I24_MX          Lista #01           MXN
630974,true,Ciudad de México,Iztacalco,I24_MX          Lista #01           MXN
50594589,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50949921,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
562979,true,Edo. de México,Atlacomulco,I24_MX          Lista #01           MXN
102185358,true,Edo. de México,Gustavo A. Madero,I24_MX          Lista #01           MXN
102184033,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50802475,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
102313812,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102372436,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
50894189,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50815061,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
628053,true,Edo. de México,Tecámac,I24_MX          Lista #01           MXN
50346770,true,Jalisco,Puerto Vallarta,I24_MX          Lista #02           MXN
102211244,true,Querétaro,El Marqués,I24_MX          Lista #02           MXN
51391822,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
102332825,true,Querétaro,El Marqués,I24_MX          Lista #02           MXN
51262250,true,Querétaro,El Marqués,I24_MX          Lista #02           MXN
51233924,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
50977890,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
51216120,true,Jalisco,Puerto Vallarta,I24_MX          Lista #02           MXN
102370893,true,Querétaro,El Marqués,I24_MX          Lista #02           MXN
102285872,true,Querétaro,El Marqués,I24_MX          Lista #02           MXN
102205994,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
50987192,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
102225153,true,Nuevo León,Montemorelos,I24_MX          Lista #02           MXN
51329529,true,Nuevo León,Santa Catarina,I24_MX          Lista #02           MXN
102219264,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
102285114,true,Jalisco,Cabo Corrientes,I24_MX          Lista #02           MXN
51400592,true,Jalisco,El Arenal,I24_MX          Lista #02           MXN
51024074,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
102236932,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
51329877,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
51016394,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
102177680,true,Nuevo León,San Pedro Garza García,I24_MX          Lista #02           MXN
102181933,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
51240609,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
102190011,true,Quintana Roo,Solidaridad,I24_MX          Lista #03           MXN
50815175,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
102227169,true,Quintana Roo,Tulum,I24_MX          Lista #03           MXN
50644681,true,Quintana Roo,Benito Juárez,I24_MX          Lista #03           MXN
51299572,true,Michoacán,Morelia,I24_MX          Lista #03           MXN
102304147,true,Guerrero,Acapulco de Juárez,I24_MX          Lista #03           MXN
50995572,true,Aguascalientes,Aguascalientes,I24_MX          Lista #03           MXN
630291,true,Sonora,Hermosillo,I24_MX          Lista #03           MXN
50897659,true,Tamaulipas,Reynosa,I24_MX          Lista #03           MXN
51330335,true,Nayarit,Bahía de Banderas,I24_MX          Lista #03           MXN
50974651,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
102228520,true,Quintana Roo,Solidaridad,I24_MX          Lista #03           MXN
51248388,true,Guerrero,Acapulco de Juárez,I24_MX          Lista #03           MXN
102303192,true,Sinaloa,Culiacán,I24_MX          Lista #03           MXN
102185346,true,Puebla,Puebla,I24_MX          Lista #03           MXN
50484186,true,Veracruz,Alvarado,I24_MX          Lista #03           MXN
102183551,true,Quintana Roo,Solidaridad,I24_MX          Lista #03           MXN
102366978,true,Morelos,Emiliano Zapata,I24_MX          Lista #03           MXN
102243760,true,Chihuahua,Juárez,I24_MX          Lista #03           MXN
102320195,true,Quintana Roo,Felipe Carrillo Puerto,I24_MX          Lista #03           MXN
51401530,true,Baja California Norte,Playas de Rosarito,I24_MX          Lista #03           MXN
51022799,true,Yucatán,Conkal,I24_MX          Lista #03           MXN
563230,true,Baja California Sur,Los Cabos,I24_MX          Lista #03           MXN
102368736,true,Yucatán,Conkal,I24_MX          Lista #03           MXN
51309713,true,Morelos,Xochitepec,I24_MX          Lista #03           MXN
102227107,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
50959060,true,Morelos,Atlatlahucan,I24_MX          Lista #03           MXN
562837,true,Quintana Roo,Benito Juárez,I24_MX          Lista #03           MXN
617221,true,Hidalgo,Pachuca,I24_MX          Lista #03           MXN
102233630,true,Quintana Roo,Solidaridad,I24_MX          Lista #03           MXN
583249,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
51330487,true,Guerrero,Acapulco de Juárez,I24_MX          Lista #03           MXN
583856,true,Oaxaca,Oaxaca de Juárez,I24_MX          Lista #03           MXN
102331497,true,Coahuila,Torreón,I24_MX          Lista #03           MXN
102193434,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
50824276,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
102320349,true,Puebla,Teziutlán,I24_MX          Lista #03           MXN
102185342,true,Puebla,Puebla,I24_MX          Lista #03           MXN
102185332,true,Puebla,Puebla,I24_MX          Lista #03           MXN
102370151,true,Morelos,Atlatlahucan,I24_MX          Lista #03           MXN
102318562,true,Chihuahua,Hidalgo del Parral,I24_MX          Lista #03           MXN
626980,true,Colima,Manzanillo,I24_MX          Lista #03           MXN
102238758,true,Veracruz,Cosoleacaque,I24_MX          Lista #03           MXN
50734504,true,Baja California Norte,Tijuana,I24_MX          Lista #03           MXN
583073,true,Baja California Sur,La Paz,I24_MX          Lista #03           MXN
51251273,true,Chiapas,Tuxtla Gutiérrez,I24_MX          Lista #03           MXN
102325775,true,Quintana Roo,Benito Juárez,I24_MX          Lista #03           MXN
565251,true,Chihuahua,Chihuahua,I24_MX          Lista #03           MXN
631399,true,Puebla,San Andrés Cholula,I24_MX          Lista #03           MXN
50976257,true,Morelos,Yautepec,I24_MX          Lista #03           MXN
50982263,true,Morelos,Atlatlahucan,I24_MX          Lista #03           MXN
102227733,true,Puebla,Puebla,I24_MX          Lista #03           MXN
102323046,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
102243320,true,Puebla,San Andrés Cholula,I24_MX          Lista #03           MXN
630694,true,Sinaloa,Mazatlán,I24_MX          Lista #03           MXN
631216,true,Baja California Norte,Tijuana,I24_MX          Lista #03           MXN
51367224,true,Morelos,Xochitepec,I24_MX          Lista #03           MXN
50743372,true,Quintana Roo,Tulum,I24_MX          Lista #03           MXN
102297207,true,Morelos,Yecapixtla,I24_MX          Lista #03           MXN
102367906,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
50676923,true,Guerrero,Acapulco de Juárez,I24_MX          Lista #03           MXN
102185326,true,Puebla,Puebla,I24_MX          Lista #03           MXN
50962552,true,Morelos,Cuernavaca,I24_MX          Lista #03           MXN
102244765,true,Quintana Roo,Bacalar,I24_MX          Lista #03           MXN
102368614,true,Morelos,Cuautla,I24_MX          Lista #03           MXN
102243068,true,Tabasco,Centro,I24_MX          Lista #03           MXN
595097,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
631396,true,Puebla,Puebla,I24_MX          Lista #03           MXN
629092,true,Baja California Norte,Playas de Rosarito,I24_MX          Lista #03           MXN
51020318,true,Guanajuato,Celaya,I24_MX          Lista #04           MXN
102309593,true,Guanajuato,Celaya,I24_MX          Lista #04           MXN
582894,true,Guanajuato,Salamanca,I24_MX          Lista #04           MXN
51229844,true,Edo. de México,Corregidora,I24_MX          Lista #01           MXN
51075148,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
